object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Flexor digitorum profundus.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb/Anterior compartment of forearm | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Brachial plexus/Median nerve | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Brachial plexus/Branches of medial cord of brachial plexus/Ulnar nerve,Deep part of anterior compartment of forearm.g,7110,3559,Flexion fingers,0,-0.317,-0.0881,0.7115,-0.2105,0.034,1.0765,-0.2638,-0.0271,0.894
Flexor hallucis brevis.g,FONT,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Muscles of foot | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Muscles of foot.g,0,0,Text,0,-0.0959,-0.0424,-0.0024,-0.0441,-0.0424,0.0007,-0.07,-0.0424,-0.0009
Flexor hallucis brevis.j,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Flexor hallucis brevis.g,0,2,,0,-0.0701,-0.0424,0.0013,-0.0701,-0.0424,0.0265,-0.0701,-0.0424,0.0139
Flexor hallucis longus.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Posterior compartment of leg | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Lumbosacral plexus/Sacral plexus/Sciatic nerve | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Lumbosacral plexus/Sacral plexus/Sciatic nerve/Tibial nerve,Deep part of posterior compartment of leg.g,5878,2941,Flexion fingers,0,0.0582,-0.1175,0.0085,0.1148,0.0672,0.3262,0.0865,-0.0251,0.1674
Flexor hallucis longus.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Posterior compartment of leg | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Lumbosacral plexus/Sacral plexus/Sciatic nerve | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Lumbosacral plexus/Sacral plexus/Sciatic nerve/Tibial nerve,Deep part of posterior compartment of leg.g,5878,2941,Flexion fingers,0,-0.1148,-0.1175,0.0085,-0.0582,0.0672,0.3262,-0.0865,-0.0251,0.1674
Flexor pollicis longus.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb/Anterior compartment of forearm | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Brachial plexus/Median nerve | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb,Deep part of anterior compartment of forearm.g,1666,833,Flexion fingers,0,0.2463,-0.0664,0.7836,0.3244,0.0144,1.0218,0.2853,-0.026,0.9027
Flexor pollicis longus.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb/Anterior compartment of forearm | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Spinal nerves/Brachial plexus/Median nerve | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Muscles of upper limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Deep part of anterior compartment of forearm.g,1666,833,Flexion fingers,0,-0.3244,-0.0664,0.7836,-0.2463,0.0144,1.0218,-0.2853,-0.026,0.9027
Flexor retinaculum of ankle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb,Fasciae of lower limb.g,298,175,Ligament,0,0.0463,0.03,0.0136,0.0622,0.0844,0.0931,0.0543,0.0572,0.0534
Flexor retinaculum of ankle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Fasciae of lower limb.g,298,175,Ligament,0,-0.0622,0.03,0.0136,-0.0463,0.0844,0.0931,-0.0543,0.0572,0.0534
Flexor retinaculum of wrist.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Fascia of upper limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb | Scene Collection/Bonus collection/Muscular system/Muscles,Fasciae of upper limb.g,215,132,Ligament,0,0.2336,-0.0408,0.8373,0.2939,-0.0065,0.8784,0.2638,-0.0236,0.8579
Flexor retinaculum of wrist.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscular system of upper limb/Fascia of upper limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Fasciae of upper limb.g,215,132,Ligament,0,-0.2939,-0.0408,0.8373,-0.2336,-0.0065,0.8784,-0.2638,-0.0236,0.8579
Frontalis muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Cranial nerves/Facial nerve (VII) | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cranial part of muscular system/Muscles of head | Scene Collection/Bonus collection/Muscular system/Superficial muscles,Epicranius muscle.g,5874,2933,Superficial,0,0.0,-0.0895,1.6042,0.0585,-0.0426,1.6743,0.0293,-0.0661,1.6393
Frontalis muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Cranial nerves/Facial nerve (VII) | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cranial part of muscular system/Muscles of head | Scene Collection/Bonus collection/Muscular system/Superficial muscles,Epicranius muscle.g,5874,2933,Superficial,0,-0.0585,-0.0895,1.6042,-0.0,-0.0426,1.6743,-0.0293,-0.0661,1.6393
Genioglossus muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Cranial nerves/Hypoglossal nerve (XII) | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cranial part of muscular system/Muscles of head,Muscles of tongue.g,3746,1875,Ingestion,0,0.0012,-0.0789,1.4995,0.0088,-0.0313,1.5357,0.005,-0.0551,1.5176
Genioglossus muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Nervous system/Peripheral nervous system/Cranial nerves/Hypoglossal nerve (XII) | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cranial part of muscular system/Muscles of head,Muscles of tongue.g,3746,1875,Ingestion,0,-0.0088,-0.0789,1.4995,-0.0012,-0.0313,1.5357,-0.005,-0.0551,1.5176
Geniohyoid muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cervical part of muscular system/Muscles of neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Suprahyoid muscles.g,530,267,Levator,0,0.0001,-0.0698,1.5007,0.0113,-0.0298,1.5108,0.0057,-0.0498,1.5057
Geniohyoid muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Cervical part of muscular system/Muscles of neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Suprahyoid muscles.g,530,267,Levator,0,-0.0113,-0.0698,1.5007,-0.0001,-0.0298,1.5108,-0.0057,-0.0498,1.5057
Gluteus maximus muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles | Scene Collection/Bonus collection/Muscular system/Superficial muscles,Superficial gluteal muscles.g,3326,1663,Extension,0,0.0014,0.0149,0.7097,0.1468,0.1119,0.9792,0.0741,0.0634,0.8445
Gluteus maximus muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles | Scene Collection/Bonus collection/Muscular system/Superficial muscles,Superficial gluteal muscles.g,3326,1663,Extension,0,-0.1468,0.0149,0.7097,-0.0014,0.1119,0.9792,-0.0741,0.0634,0.8445
Gluteus medius muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles,Superficial gluteal muscles.g,5176,2590,Abductor,0,0.0607,-0.0219,0.8291,0.1498,0.0697,0.9972,0.1053,0.0239,0.9132
Gluteus medius muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles,Superficial gluteal muscles.g,5176,2590,Abductor,0,-0.1498,-0.0219,0.8291,-0.0607,0.0697,0.9972,-0.1053,0.0239,0.9132
Gluteus minimus muscle.l,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles,Superficial gluteal muscles.g,6250,3127,Abductor,0,0.0675,-0.0212,0.8337,0.1503,0.0395,0.9683,0.1089,0.0091,0.901
Gluteus minimus muscle.r,MESH,Scene Collection/4: Muscular system,Scene Collection/4: Muscular system | Scene Collection/Bonus collection/Muscular system/Muscles | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Muscular system/Muscular system of lower limb/Muscles of lower limb/Superficial gluteal muscles,Superficial gluteal muscles.g,6250,3127,Abductor,0,-0.1503,-0.0212,0.8337,-0.0675,0.0395,0.9683,-0.1089,0.0091,0.901
