object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Tail of pancreas.t,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Pancreas,0,0,Text,0,0.0824,-0.0038,1.1485,0.0824,-0.0038,1.1485,0.0824,-0.0038,1.1485
Testis.l,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Genital systems' | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Pelvis | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Male internal genitalia.g,226,115,Mucosa,0,0.0102,-0.0675,0.7266,0.0312,-0.0448,0.7561,0.0207,-0.0562,0.7414
Testis.r,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Genital systems' | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Pelvis | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Male internal genitalia.g,226,115,Mucosa,0,-0.0312,-0.0675,0.7266,-0.0102,-0.0448,0.7561,-0.0207,-0.0562,0.7414
Thoracic cavity.g,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Visceral systems.g,0,0,,0,-0.0647,-0.1663,1.3256,0.0672,-0.1663,1.3361,0.0013,-0.1663,1.3309
Thoracic cavity.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Thoracic cavity.g,0,2,,0,0.0011,-0.1588,1.3257,0.0011,0.0055,1.3257,0.0011,-0.0767,1.3257
Thyroid gland,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Endocrine glands,Endocrine glands.g,125,84,Gland,0,-0.0243,-0.037,1.4547,0.0243,0.0045,1.4888,0.0,-0.0162,1.4717
Tongue,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Digestive system | Scene Collection/Bonus collection/Visceral systems/Digestive system/Mouth,Mouth.g,682,343,Mucosa,0,-0.0168,-0.0782,1.4969,0.0168,-0.0219,1.5396,0.0,-0.0501,1.5183
Trachea,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Respiratory system/Tracheobronchial tree/Bronchi | Scene Collection/Bonus collection/Visceral systems/Respiratory system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Thorax | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Tracheobronchial tree.g,4756,2400,Bronchi,0,-0.0138,-0.0177,1.3552,0.0133,0.0213,1.4606,-0.0002,0.0018,1.4079
Tracheobronchial tree.g,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Respiratory system.g,0,0,,0,-0.1574,-0.0056,1.4421,-0.0432,-0.0056,1.4484,-0.1003,-0.0056,1.4453
Tracheobronchial tree.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Respiratory system,Tracheobronchial tree.g,0,2,,0,-0.1002,-0.0056,1.4373,-0.0113,-0.0056,1.4377,-0.0558,-0.0056,1.4375
Transverse colon,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Abdomen | Scene Collection/Bonus collection/Visceral systems/Digestive system/Digestive canal | Scene Collection/Bonus collection/Visceral systems/Digestive system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Colon.g,511,267,Intestine,0,-0.0873,-0.0813,1.0668,0.0991,-0.006,1.1351,0.0059,-0.0436,1.101
Umbilical fissure.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Umbilical fissure.t,0,2,,0,0.0112,-0.0197,1.2257,0.0112,0.0112,1.2261,0.0112,-0.0043,1.2259
Umbilical fissure.t,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Liver,0,0,Text,0,0.0112,0.0112,1.2262,0.0112,0.0112,1.2262,0.0112,0.0112,1.2262
Uncinate process of pancreas.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Uncinate process of pancreas.t,0,2,,0,-0.0052,-0.0341,1.0935,-0.0052,-0.0017,1.0936,-0.0052,-0.0179,1.0935
Uncinate process of pancreas.t,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Pancreas,0,0,Text,0,-0.0052,-0.0017,1.095,-0.0052,-0.0017,1.095,-0.0052,-0.0017,1.095
Ureter.l,CURVE,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Abdomen | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk | Scene Collection/Bonus collection/Visceral systems/Urinary system,Urinary system.g,0,0,Ductus,0,0.0233,-0.0214,0.8732,0.0456,0.0356,1.1105,0.0344,0.0071,0.9918
Ureter.r,CURVE,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Abdomen | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk | Scene Collection/Bonus collection/Visceral systems/Urinary system,Urinary system.g,0,0,Ductus,0,-0.0408,-0.0205,0.8701,-0.01,0.0298,1.0923,-0.0254,0.0047,0.9812
Urethra,CURVE,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Pelvis | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk | Scene Collection/Bonus collection/Visceral systems/Urinary system,Urinary system.g,0,0,Ductus,0,-0.0018,-0.0878,0.7449,0.0018,0.018,0.8308,0.0,-0.0349,0.7878
Urinary bladder,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Pelvis | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk | Scene Collection/Bonus collection/Visceral systems/Urinary system,Urinary system.g,506,255,Organ,0,-0.0368,-0.0418,0.8293,0.0376,0.0415,0.8806,0.0004,-0.0001,0.8549
Urinary system.g,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Visceral systems.g,0,0,,0,-0.0295,0.1099,1.0174,0.087,0.1099,1.0279,0.0288,0.1099,1.0226
Urinary system.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Urinary system,Urinary system.g,0,2,,0,0.0287,-0.0169,1.01,0.0287,0.1099,1.01,0.0287,0.0465,1.01
Uvula of palate,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Visceral systems/Digestive system,Mouth.g,1502,753,Mucosa,0,-0.0025,-0.0179,1.5409,0.0025,-0.0134,1.5501,-0.0,-0.0156,1.5455
Vermiform appendix,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk/Abdomen | Scene Collection/Bonus collection/Visceral systems/Digestive system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Colon.g,442,223,Intestine,0,-0.0884,-0.0226,0.9404,-0.0189,0.0164,0.9584,-0.0536,-0.0031,0.9494
Visceral fasciae of abdominopelvic cavity.g,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Abdominopelvic cavity.g,0,0,,0,-0.0954,-0.2107,1.0073,0.1057,-0.2107,1.0136,0.0052,-0.2107,1.0104
Visceral fasciae of abdominopelvic cavity.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Visceral fasciae of abdominopelvic cavity.g,0,2,,0,0.0052,-0.2107,1.0026,0.0052,-0.0781,1.0029,0.0052,-0.1444,1.0027
Visceral surface of liver.j,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Visceral surface of liver.t,0,2,,0,-0.0516,-0.0285,1.1067,-0.0516,-0.0154,1.1406,-0.0516,-0.0219,1.1237
Visceral surface of liver.t,FONT,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,Liver,0,0,Text,0,-0.0516,-0.0154,1.1052,-0.0516,-0.0154,1.1052,-0.0516,-0.0154,1.1052
Visceral systems.g,MESH,Scene Collection/8: Visceral systems,Scene Collection/8: Visceral systems,,738,765,,0,-1.0,-0.0369,0.7495,0.0262,0.0,1.5466,-0.4869,-0.0185,1.1481
Ala of nose.t,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Nasal region,Nasal region.r,0,0,Text,0,-0.038,-0.1093,1.5608,-0.0249,-0.0959,1.5631,-0.0314,-0.1026,1.5619
Anal region.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of perineum/Anal region,Regions of perineum.g,14,13,Skin-2,0,-0.0,0.0132,0.7391,0.0157,0.0723,0.7838,0.0079,0.0428,0.7614
Anal region.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of perineum/Anal region,Regions of perineum.g,14,13,Skin-2,0,-0.0157,0.0132,0.7391,0.0,0.0723,0.7838,-0.0079,0.0428,0.7614
Angle of mouth.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Oral region,Oral region.l,25,21,Skin-5',0,0.0227,-0.0849,1.5262,0.0321,-0.077,1.5358,0.0274,-0.0809,1.531
Angle of mouth.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Oral region,Oral region.r,25,21,Skin-5',0,-0.0321,-0.0849,1.5262,-0.0227,-0.077,1.5358,-0.0274,-0.0809,1.531
Antebrachial region.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Antebrachial region,Regions of upper limb.g,0,0,Text,0,-0.4539,0.0052,0.9695,-0.3203,0.0052,0.9779,-0.3871,0.0052,0.9737
Antebrachial region.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Antebrachial region,Antebrachial region.g,0,2,,0,-0.3867,0.0052,0.9636,-0.2793,0.0052,0.9638,-0.333,0.0052,0.9637
Anterior notch of auricle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,49,38,Skin-2,0,0.0674,-0.0074,1.5768,0.0739,0.0064,1.5911,0.0706,-0.0005,1.5839
Anterior notch of auricle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,49,38,Skin-2,0,-0.0739,-0.0074,1.5768,-0.0674,0.0064,1.5911,-0.0706,-0.0005,1.5839
Anterior region of ankle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Talocrural region,Talocrural region.g,206,137,Skin-2,0,0.0457,-0.0013,0.0564,0.1158,0.0796,0.1263,0.0807,0.0392,0.0914
Anterior region of ankle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Talocrural region,Talocrural region.g,206,137,Skin-2,0,-0.1158,-0.0013,0.0564,-0.0457,0.0796,0.1263,-0.0807,0.0392,0.0914
Anterior region of arm.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Brachial region/Anterior region of arm | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb,Brachial region.g,412,257,Skin-1,0,0.161,-0.0228,1.1295,0.2569,0.0434,1.3118,0.2089,0.0103,1.2206
Anterior region of arm.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Brachial region/Anterior region of arm | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Brachial region.g,412,257,Skin-1,0,-0.2569,-0.0228,1.1295,-0.161,0.0434,1.3118,-0.2089,0.0103,1.2206
Anterior region of elbow.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region/Anterior region of elbow | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb,Cubital region.g,170,108,Skin-1,0,0.179,-0.0036,1.0748,0.2745,0.0397,1.1421,0.2267,0.0181,1.1084
Anterior region of elbow.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Cubital region/Anterior region of elbow | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Cubital region.g,170,108,Skin-1,0,-0.2745,-0.0036,1.0748,-0.179,0.0397,1.1421,-0.2267,0.0181,1.1084
Anterior region of forearm.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Antebrachial region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb,Antebrachial region.g,520,293,Skin-1,0,0.1803,-0.0387,0.8526,0.2956,0.0261,1.0887,0.238,-0.0063,0.9706
Anterior region of forearm.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Antebrachial region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Antebrachial region.g,520,293,Skin-1,0,-0.2956,-0.0387,0.8526,-0.1803,0.0261,1.0887,-0.238,-0.0063,0.9706
Anterior region of knee.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Knee region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb,Knee region.g,322,188,Skin-1,0,0.0197,-0.0539,0.3798,0.1433,0.0412,0.5061,0.0815,-0.0064,0.443
Anterior region of knee.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Knee region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Knee region.g,322,188,Skin-1,0,-0.1433,-0.0539,0.3798,-0.0197,0.0412,0.5061,-0.0815,-0.0064,0.443
Anterior region of leg.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Leg region,Leg region.g,560,314,Skin-2,0,0.031,-0.0197,0.1206,0.1492,0.0535,0.3899,0.0901,0.0169,0.2553
Anterior region of leg.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Leg region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Leg region.g,560,314,Skin-2,0,-0.1492,-0.0197,0.1206,-0.031,0.0535,0.3899,-0.0901,0.0169,0.2553
Anterior region of neck.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of neck/Anterior region of neck,Regions of neck.g,0,0,Text,0,-0.0599,-0.1223,1.4577,0.0598,-0.1223,1.464,-0.0,-0.1223,1.4609
Anterior region of neck.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of neck/Anterior region of neck,Anterior region of neck.g,0,2,,0,-0.0,-0.1223,1.4532,-0.0,-0.0414,1.4533,-0.0,-0.0818,1.4533
Anterior region of thigh.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body,Femoral region.g,0,0,Text,0,-0.1549,-0.1488,0.6644,-0.0322,-0.1488,0.6707,-0.0935,-0.1488,0.6675
Anterior region of thigh.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body,Anterior region of thigh.g,0,2,,0,-0.0932,-0.1488,0.66,-0.0932,-0.0633,0.66,-0.0932,-0.106,0.66
Anterior region of thigh.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Femoral region/Anterior region of thigh | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb,Anterior region of thigh.g,844,473,Skin-1,0,0.0036,-0.0797,0.4997,0.1818,0.0461,1.0159,0.0927,-0.0168,0.7578
Anterior region of thigh.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of lower limb/Femoral region/Anterior region of thigh | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Anterior region of thigh.g,844,473,Skin-1,0,-0.1818,-0.0797,0.4997,-0.0036,0.0461,1.0159,-0.0927,-0.0168,0.7578
Anterior region of thorax.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of thorax,Regions of thorax.g,0,0,Text,0,-0.0664,-0.2042,1.3132,0.0667,-0.2042,1.3195,0.0001,-0.2042,1.3164
Anterior region of thorax.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of thorax,Anterior region of thorax.g,0,2,,0,0.0001,-0.2042,1.3088,0.0001,-0.1068,1.3089,0.0001,-0.1555,1.3088
Anterior region of wrist.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Carpal region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left upper limb,Carpal region.g,76,54,Skin-6,0,0.2291,-0.0533,0.8299,0.3114,-0.0179,0.8628,0.2702,-0.0356,0.8463
Anterior region of wrist.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Carpal region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right upper limb,Carpal region.g,76,54,Skin-6,0,-0.3114,-0.0533,0.8299,-0.2291,-0.0179,0.8628,-0.2702,-0.0356,0.8463
Antihelix.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,88,64,Skin-2,0,0.0771,0.0049,1.5614,0.0851,0.0134,1.5962,0.0811,0.0091,1.5788
Antihelix.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,88,64,Skin-2,0,-0.0851,0.0049,1.5614,-0.0771,0.0134,1.5962,-0.0811,0.0091,1.5788
Antitragus.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,39,29,Skin-2,0,0.0681,-0.0036,1.5597,0.0789,0.0103,1.5708,0.0735,0.0033,1.5653
Antitragus.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,39,29,Skin-2,0,-0.0789,-0.0036,1.5597,-0.0681,0.0103,1.5708,-0.0735,0.0033,1.5653
Apex of auricle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,36,27,Skin-2,0,0.0853,0.0046,1.6028,0.0902,0.0101,1.6066,0.0878,0.0074,1.6047
Apex of auricle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,36,27,Skin-2,0,-0.0902,0.0046,1.6028,-0.0853,0.0101,1.6066,-0.0878,0.0074,1.6047
Apex of nose.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Nasal region,Apex of nose.t,0,2,,0,-0.0117,-0.1356,1.5573,0.0073,-0.1165,1.5589,-0.0022,-0.1261,1.5581
Apex of nose.t,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face/Nasal region,Nasal region.r,0,0,Text,0,-0.0093,-0.1429,1.5594,0.005,-0.1284,1.5618,-0.0021,-0.1356,1.5606
Auricular region.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region,Regions of head.g,0,0,Text,0,-0.2363,0.0054,1.5879,-0.1246,0.0054,1.5963,-0.1805,0.0054,1.5921
Auricular region.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region,Auricular region.g,0,2,,0,-0.18,0.0054,1.582,-0.0711,0.0054,1.582,-0.1255,0.0054,1.582
Auricular region.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,90,74,Skin-2,0,0.0546,-0.0162,1.5479,0.0784,0.0272,1.6117,0.0665,0.0055,1.5798
Auricular region.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,90,74,Skin-2,0,-0.0784,-0.0162,1.5479,-0.0546,0.0272,1.6117,-0.0665,0.0055,1.5798
Auricular tubercle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,26,20,Skin-2,0,0.0909,0.0161,1.587,0.0933,0.0184,1.5931,0.0921,0.0172,1.59
Auricular tubercle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,26,20,Skin-2,0,-0.0933,0.0161,1.587,-0.0909,0.0184,1.5931,-0.0921,0.0172,1.59
Brachial region.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body,Regions of upper limb.g,0,0,Text,0,-0.4042,0.0419,1.2048,-0.3021,0.0419,1.2132,-0.3532,0.0419,1.209
Brachial region.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body,Brachial region.g,0,2,,0,-0.3532,0.0419,1.1989,-0.2478,0.0419,1.1991,-0.3005,0.0419,1.199
Buccal region.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Regions of face.g,172,108,Skin-5',0,0.0168,-0.0879,1.492,0.0638,-0.0393,1.5655,0.0403,-0.0636,1.5288
Buccal region.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Regions of human body/Regions of head/Regions of face,Regions of face.g,172,108,Skin-5',0,-0.0638,-0.0879,1.492,-0.0168,-0.0393,1.5655,-0.0403,-0.0636,1.5288
Carotid triangle.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of neck/Anterior region of neck/Infrahyoid region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Infrahyoid region.g,26,22,Skin-2,0,0.0195,-0.0473,1.4747,0.0453,-0.0192,1.511,0.0324,-0.0333,1.4928
Carotid triangle.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of neck/Anterior region of neck/Infrahyoid region | Scene Collection/Bonus collection/Regions of human body/Main divisions/Neck | Scene Collection/Bonus collection/Regions of human body/Main divisions/Trunk,Infrahyoid region.g,26,22,Skin-2,0,-0.0453,-0.0473,1.4747,-0.0195,-0.0192,1.511,-0.0324,-0.0333,1.4928
Carpal region.g,FONT,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Carpal region,Regions of upper limb.g,0,0,Text,0,-0.4222,-0.0298,0.851,-0.3322,-0.0298,0.8594,-0.3772,-0.0298,0.8552
Carpal region.j,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of upper limb/Carpal region,Carpal region.g,0,2,,0,-0.3771,-0.0298,0.8451,-0.3054,-0.0298,0.8451,-0.3412,-0.0298,0.8451
Cavity of concha.l,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,215,122,Skin-2,0,0.0646,-0.0011,1.5673,0.0774,0.0135,1.5791,0.071,0.0062,1.5732
Cavity of concha.r,MESH,Scene Collection/9: Regions of human body,Scene Collection/9: Regions of human body | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region | Scene Collection/Bonus collection/Regions of human body/Regions of head/Auricular region/Concha of auricle | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Auricular region.g,215,122,Skin-2,0,-0.0774,-0.0011,1.5673,-0.0646,0.0135,1.5791,-0.071,0.0062,1.5732
